Date,Product_Code,Warehouse,Product_Category,Order_Demand,month,quarter,year,season,is_holiday_season,lag_1,lag_2,lag_3,lag_6,rolling_mean_3,rolling_mean_6,Unit_Price,Revenue
2015-10-01,Product_0333,Whse_J,Category_021,481.0,10,4,2015,Autumn,0,366.0,378.0,585.0,360.0,443.0,414.3333333333333,106.46,51207.259999999995
2015-11-01,Product_0333,Whse_J,Category_021,644.0,11,4,2015,Autumn,1,481.0,366.0,378.0,365.0,408.3333333333333,434.5,107.92,69500.48
2015-12-01,Product_0333,Whse_J,Category_021,693.0,12,4,2015,Winter,1,644.0,481.0,366.0,432.0,497.0,481.0,111.54,77297.22
2016-01-01,Product_0333,Whse_J,Category_021,454.0,1,1,2016,Winter,0,693.0,644.0,481.0,585.0,606.0,524.5,107.22,48677.88
2016-02-01,Product_0333,Whse_J,Category_021,524.0,2,1,2016,Winter,0,454.0,693.0,644.0,378.0,597.0,502.6666666666667,109.72,57493.28
2016-03-01,Product_0333,Whse_J,Category_021,1254.0,3,1,2016,Spring,0,524.0,454.0,693.0,366.0,557.0,527.0,95.54,119807.16
2016-04-01,Product_0333,Whse_J,Category_021,484.0,4,2,2016,Spring,0,1254.0,524.0,454.0,481.0,744.0,675.0,103.1,49900.399999999994
2016-05-01,Product_0333,Whse_J,Category_021,490.0,5,2,2016,Spring,0,484.0,1254.0,524.0,644.0,754.0,675.5,98.71,48367.899999999994
2016-06-01,Product_0333,Whse_J,Category_021,757.0,6,2,2016,Summer,0,490.0,484.0,1254.0,693.0,742.6666666666666,649.8333333333334,100.32,75942.23999999999
2016-07-01,Product_0333,Whse_J,Category_021,685.0,7,3,2016,Summer,0,757.0,490.0,484.0,454.0,577.0,660.5,97.02,66458.7
2016-08-01,Product_0333,Whse_J,Category_021,208.0,8,3,2016,Summer,0,685.0,757.0,490.0,524.0,644.0,699.0,96.74,20121.92
2016-09-01,Product_0333,Whse_J,Category_021,145.0,9,3,2016,Autumn,0,208.0,685.0,757.0,1254.0,550.0,646.3333333333334,106.71,15472.949999999999
2016-10-01,Product_0333,Whse_J,Category_021,142.0,10,4,2016,Autumn,0,145.0,208.0,685.0,484.0,346.0,461.5,107.01,15195.42
2016-11-01,Product_0333,Whse_J,Category_021,366.0,11,4,2016,Autumn,1,142.0,145.0,208.0,490.0,165.0,404.5,108.95,39875.700000000004
2016-12-01,Product_0333,Whse_J,Category_021,510.0,12,4,2016,Winter,1,366.0,142.0,145.0,757.0,217.66666666666666,383.8333333333333,110.46,56334.6
2012-07-01,Product_0333,Whse_S,Category_021,193.0,7,3,2012,Summer,0,68.0,1020.0,150.0,192.0,412.6666666666667,434.0,91.08,17578.44
2012-08-01,Product_0333,Whse_S,Category_021,225.0,8,3,2012,Summer,0,193.0,68.0,1020.0,90.0,427.0,434.1666666666667,89.36,20106.0
2012-09-01,Product_0333,Whse_S,Category_021,561.0,9,3,2012,Autumn,0,225.0,193.0,68.0,1084.0,162.0,456.6666666666667,95.51,53581.11
2012-10-01,Product_0333,Whse_S,Category_021,797.0,10,4,2012,Autumn,0,561.0,225.0,193.0,150.0,326.3333333333333,369.5,96.38,76814.86
2012-11-01,Product_0333,Whse_S,Category_021,210.0,11,4,2012,Autumn,1,797.0,561.0,225.0,1020.0,527.6666666666666,477.3333333333333,91.05,19120.5
2012-12-01,Product_0333,Whse_S,Category_021,157.0,12,4,2012,Winter,1,210.0,797.0,561.0,68.0,522.6666666666666,342.3333333333333,101.17,15883.69
2013-01-01,Product_0333,Whse_S,Category_021,200.0,1,1,2013,Winter,0,157.0,210.0,797.0,193.0,388.0,357.1666666666667,105.76,21152.0
2013-02-01,Product_0333,Whse_S,Category_021,548.0,2,1,2013,Winter,0,200.0,157.0,210.0,225.0,189.0,358.3333333333333,100.56,55106.880000000005
2013-03-01,Product_0333,Whse_S,Category_021,221.0,3,1,2013,Spring,0,548.0,200.0,157.0,561.0,301.6666666666667,412.1666666666667,93.66,20698.86
2013-04-01,Product_0333,Whse_S,Category_021,466.0,4,2,2013,Spring,0,221.0,548.0,200.0,797.0,323.0,355.5,90.87,42345.420000000006
2013-05-01,Product_0333,Whse_S,Category_021,1.0,5,2,2013,Spring,0,466.0,221.0,548.0,210.0,411.6666666666667,300.3333333333333,94.27,94.27
2013-06-01,Product_0333,Whse_S,Category_021,332.0,6,2,2013,Summer,0,1.0,466.0,221.0,157.0,229.33333333333334,265.5,87.9,29182.800000000003
2013-07-01,Product_0333,Whse_S,Category_021,668.0,7,3,2013,Summer,0,332.0,1.0,466.0,200.0,266.3333333333333,294.6666666666667,92.3,61656.4
2013-08-01,Product_0333,Whse_S,Category_021,250.0,8,3,2013,Summer,0,668.0,332.0,1.0,548.0,333.6666666666667,372.6666666666667,93.08,23270.0
2013-09-01,Product_0333,Whse_S,Category_021,1353.0,9,3,2013,Autumn,0,250.0,668.0,332.0,221.0,416.6666666666667,323.0,100.5,135976.5
2013-11-01,Product_0333,Whse_S,Category_021,500.0,11,4,2013,Autumn,1,1353.0,250.0,668.0,466.0,757.0,511.6666666666667,92.38,46190.0
2013-12-01,Product_0333,Whse_S,Category_021,153.0,12,4,2013,Winter,1,500.0,1353.0,250.0,1.0,701.0,517.3333333333334,103.45,15827.85
2014-01-01,Product_0333,Whse_S,Category_021,564.0,1,1,2014,Winter,0,153.0,500.0,1353.0,332.0,668.6666666666666,542.6666666666666,103.22,58216.08
2014-02-01,Product_0333,Whse_S,Category_021,630.0,2,1,2014,Winter,0,564.0,153.0,500.0,668.0,405.6666666666667,581.3333333333334,99.99,62993.7
2014-03-01,Product_0333,Whse_S,Category_021,632.0,3,1,2014,Spring,0,630.0,564.0,153.0,250.0,449.0,575.0,97.1,61367.2
2014-04-01,Product_0333,Whse_S,Category_021,550.0,4,2,2014,Spring,0,632.0,630.0,564.0,1353.0,608.6666666666666,638.6666666666666,94.92,52206.0
2014-05-01,Product_0333,Whse_S,Category_021,235.0,5,2,2014,Spring,0,550.0,632.0,630.0,500.0,604.0,504.8333333333333,97.61,22938.35
2014-06-01,Product_0333,Whse_S,Category_021,102.0,6,2,2014,Summer,0,235.0,550.0,632.0,153.0,472.3333333333333,460.6666666666667,86.58,8831.16
2014-08-01,Product_0333,Whse_S,Category_021,249.0,8,3,2014,Summer,0,102.0,235.0,550.0,564.0,295.6666666666667,452.1666666666667,88.07,21929.429999999997
2014-09-01,Product_0333,Whse_S,Category_021,189.0,9,3,2014,Autumn,0,249.0,102.0,235.0,630.0,195.33333333333334,399.6666666666667,96.83,18300.87
2014-10-01,Product_0333,Whse_S,Category_021,290.0,10,4,2014,Autumn,0,189.0,249.0,102.0,632.0,180.0,326.1666666666667,99.96,28988.399999999998
2014-11-01,Product_0333,Whse_S,Category_021,355.0,11,4,2014,Autumn,1,290.0,189.0,249.0,550.0,242.66666666666666,269.1666666666667,97.88,34747.4
2014-12-01,Product_0333,Whse_S,Category_021,155.0,12,4,2014,Winter,1,355.0,290.0,189.0,235.0,278.0,236.66666666666666,98.37,15247.35
2015-01-01,Product_0333,Whse_S,Category_021,948.0,1,1,2015,Winter,0,155.0,355.0,290.0,102.0,266.6666666666667,223.33333333333334,106.65,101104.20000000001
2015-02-01,Product_0333,Whse_S,Category_021,441.0,2,1,2015,Winter,0,948.0,155.0,355.0,249.0,486.0,364.3333333333333,100.36,44258.76
2015-04-01,Product_0333,Whse_S,Category_021,450.0,4,2,2015,Spring,0,441.0,948.0,155.0,189.0,514.6666666666666,396.3333333333333,91.17,41026.5
2015-05-01,Product_0333,Whse_S,Category_021,202.0,5,2,2015,Spring,0,450.0,441.0,948.0,290.0,613.0,439.8333333333333,91.57,18497.14
2015-06-01,Product_0333,Whse_S,Category_021,241.0,6,2,2015,Summer,0,202.0,450.0,441.0,355.0,364.3333333333333,425.1666666666667,86.4,20822.4
2015-07-01,Product_0333,Whse_S,Category_021,426.0,7,3,2015,Summer,0,241.0,202.0,450.0,155.0,297.6666666666667,406.1666666666667,83.93,35754.18
2015-08-01,Product_0333,Whse_S,Category_021,116.0,8,3,2015,Summer,0,426.0,241.0,202.0,948.0,289.6666666666667,451.3333333333333,89.69,10404.039999999999
2015-09-01,Product_0333,Whse_S,Category_021,1014.0,9,3,2015,Autumn,0,116.0,426.0,241.0,441.0,261.0,312.6666666666667,92.06,93348.84
2015-10-01,Product_0333,Whse_S,Category_021,100.0,10,4,2015,Autumn,0,1014.0,116.0,426.0,450.0,518.6666666666666,408.1666666666667,97.47,9747.0
2015-11-01,Product_0333,Whse_S,Category_021,100.0,11,4,2015,Autumn,1,100.0,1014.0,116.0,202.0,410.0,349.8333333333333,99.41,9941.0
2015-12-01,Product_0333,Whse_S,Category_021,101.0,12,4,2015,Winter,1,100.0,100.0,1014.0,241.0,404.6666666666667,332.8333333333333,102.39,10341.39
2016-06-01,Product_0333,Whse_S,Category_021,50.0,6,2,2016,Summer,0,101.0,100.0,100.0,426.0,100.33333333333333,309.5,90.12,4506.0
2016-07-01,Product_0333,Whse_S,Category_021,150.0,7,3,2016,Summer,0,50.0,101.0,100.0,116.0,83.66666666666667,246.83333333333334,85.84,12876.0
2016-08-01,Product_0333,Whse_S,Category_021,100.0,8,3,2016,Summer,0,150.0,50.0,101.0,1014.0,100.33333333333333,252.5,92.28,9228.0
2012-07-01,Product_0334,Whse_J,Category_021,12.0,7,3,2012,Summer,0,64.0,2.0,14.0,27.0,26.666666666666668,22.333333333333332,99.04,1188.48
2012-08-01,Product_0334,Whse_J,Category_021,40.0,8,3,2012,Summer,0,12.0,64.0,2.0,25.0,26.0,19.833333333333332,105.39,4215.6
2012-09-01,Product_0334,Whse_J,Category_021,8.0,9,3,2012,Autumn,0,40.0,12.0,64.0,2.0,38.666666666666664,22.333333333333332,106.52,852.16
2012-10-01,Product_0334,Whse_J,Category_021,9.0,10,4,2012,Autumn,0,8.0,40.0,12.0,14.0,20.0,23.333333333333332,104.76,942.84
2012-11-01,Product_0334,Whse_J,Category_021,69.0,11,4,2012,Autumn,1,9.0,8.0,40.0,2.0,19.0,22.5,107.13,7391.969999999999
2012-12-01,Product_0334,Whse_J,Category_021,5.0,12,4,2012,Winter,1,69.0,9.0,8.0,64.0,28.666666666666668,33.666666666666664,106.95,534.75
2013-01-01,Product_0334,Whse_J,Category_021,14.0,1,1,2013,Winter,0,5.0,69.0,9.0,12.0,27.666666666666668,23.833333333333332,108.94,1525.1599999999999
2013-02-01,Product_0334,Whse_J,Category_021,10.0,2,1,2013,Winter,0,14.0,5.0,69.0,40.0,29.333333333333332,24.166666666666668,114.63,1146.3
2013-03-01,Product_0334,Whse_J,Category_021,1.0,3,1,2013,Spring,0,10.0,14.0,5.0,8.0,9.666666666666666,19.166666666666668,103.67,103.67
2013-05-01,Product_0334,Whse_J,Category_021,2.0,5,2,2013,Spring,0,1.0,10.0,14.0,9.0,8.333333333333334,18.0,109.59,219.18
2013-06-01,Product_0334,Whse_J,Category_021,3.0,6,2,2013,Summer,0,2.0,1.0,10.0,69.0,4.333333333333333,16.833333333333332,99.76,299.28000000000003
2013-07-01,Product_0334,Whse_J,Category_021,28.0,7,3,2013,Summer,0,3.0,2.0,1.0,5.0,2.0,5.833333333333333,95.26,2667.28
2013-08-01,Product_0334,Whse_J,Category_021,2.0,8,3,2013,Summer,0,28.0,3.0,2.0,14.0,11.0,9.666666666666666,94.26,188.52
2013-09-01,Product_0334,Whse_J,Category_021,6.0,9,3,2013,Autumn,0,2.0,28.0,3.0,10.0,11.0,7.666666666666667,109.37,656.22
2013-10-01,Product_0334,Whse_J,Category_021,1.0,10,4,2013,Autumn,0,6.0,2.0,28.0,1.0,12.0,7.0,102.86,102.86
2014-02-01,Product_0334,Whse_J,Category_021,13.0,2,1,2014,Winter,0,1.0,6.0,2.0,2.0,3.0,7.0,107.56,1398.28
2014-03-01,Product_0334,Whse_J,Category_021,10.0,3,1,2014,Spring,0,13.0,1.0,6.0,3.0,6.666666666666667,8.833333333333334,101.49,1014.9
2014-04-01,Product_0334,Whse_J,Category_021,1.0,4,2,2014,Spring,0,10.0,13.0,1.0,28.0,8.0,10.0,106.17,106.17
2014-05-01,Product_0334,Whse_J,Category_021,7.0,5,2,2014,Spring,0,1.0,10.0,13.0,2.0,8.0,5.5,101.95,713.65
2014-06-01,Product_0334,Whse_J,Category_021,9.0,6,2,2014,Summer,0,7.0,1.0,10.0,6.0,6.0,6.333333333333333,96.46,868.14
2014-07-01,Product_0334,Whse_J,Category_021,20.0,7,3,2014,Summer,0,9.0,7.0,1.0,1.0,5.666666666666667,6.833333333333333,102.56,2051.2
2014-08-01,Product_0334,Whse_J,Category_021,4.0,8,3,2014,Summer,0,20.0,9.0,7.0,13.0,12.0,10.0,102.06,408.24
2014-10-01,Product_0334,Whse_J,Category_021,13.0,10,4,2014,Autumn,0,4.0,20.0,9.0,10.0,11.0,8.5,111.49,1449.37
2014-11-01,Product_0334,Whse_J,Category_021,7.0,11,4,2014,Autumn,1,13.0,4.0,20.0,1.0,12.333333333333334,9.0,110.48,773.36
2014-12-01,Product_0334,Whse_J,Category_021,18.0,12,4,2014,Winter,1,7.0,13.0,4.0,7.0,8.0,10.0,114.87,2067.66
2015-01-01,Product_0334,Whse_J,Category_021,8.0,1,1,2015,Winter,0,18.0,7.0,13.0,9.0,12.666666666666666,11.833333333333334,108.82,870.56
2015-02-01,Product_0334,Whse_J,Category_021,3.0,2,1,2015,Winter,0,8.0,18.0,7.0,20.0,11.0,11.666666666666666,113.53,340.59000000000003
2015-03-01,Product_0334,Whse_J,Category_021,10.0,3,1,2015,Spring,0,3.0,8.0,18.0,4.0,9.666666666666666,8.833333333333334,106.84,1068.4
2015-04-01,Product_0334,Whse_J,Category_021,2.0,4,2,2015,Spring,0,10.0,3.0,8.0,13.0,7.0,9.833333333333334,108.83,217.66
2015-06-01,Product_0334,Whse_J,Category_021,12.0,6,2,2015,Summer,0,2.0,10.0,3.0,7.0,5.0,8.0,99.47,1193.6399999999999
2015-08-01,Product_0334,Whse_J,Category_021,22.0,8,3,2015,Summer,0,12.0,2.0,10.0,18.0,8.0,8.833333333333334,97.5,2145.0
2015-09-01,Product_0334,Whse_J,Category_021,23.0,9,3,2015,Autumn,0,22.0,12.0,2.0,8.0,12.0,9.5,103.36,2377.28
2015-10-01,Product_0334,Whse_J,Category_021,14.0,10,4,2015,Autumn,0,23.0,22.0,12.0,3.0,19.0,12.0,109.3,1530.2
2015-11-01,Product_0334,Whse_J,Category_021,1.0,11,4,2015,Autumn,1,14.0,23.0,22.0,10.0,19.666666666666668,13.833333333333334,104.06,104.06
2015-12-01,Product_0334,Whse_J,Category_021,1.0,12,4,2015,Winter,1,1.0,14.0,23.0,2.0,12.666666666666666,12.333333333333334,111.69,111.69
2016-02-01,Product_0334,Whse_J,Category_021,2.0,2,1,2016,Winter,0,1.0,1.0,14.0,12.0,5.333333333333333,12.166666666666666,108.39,216.78
2016-03-01,Product_0334,Whse_J,Category_021,4.0,3,1,2016,Spring,0,2.0,1.0,1.0,22.0,1.3333333333333333,10.5,102.59,410.36
2016-04-01,Product_0334,Whse_J,Category_021,19.0,4,2,2016,Spring,0,4.0,2.0,1.0,23.0,2.3333333333333335,7.5,104.44,1984.36
2016-05-01,Product_0334,Whse_J,Category_021,9.0,5,2,2016,Spring,0,19.0,4.0,2.0,14.0,8.333333333333334,6.833333333333333,103.92,935.28
2016-06-01,Product_0334,Whse_J,Category_021,1.0,6,2,2016,Summer,0,9.0,19.0,4.0,1.0,10.666666666666666,6.0,101.15,101.15
2016-07-01,Product_0334,Whse_J,Category_021,48.0,7,3,2016,Summer,0,1.0,9.0,19.0,1.0,9.666666666666666,6.0,94.88,4554.24
2016-08-01,Product_0334,Whse_J,Category_021,10.0,8,3,2016,Summer,0,48.0,1.0,9.0,2.0,19.333333333333332,13.833333333333334,98.62,986.2
2016-09-01,Product_0334,Whse_J,Category_021,2.0,9,3,2016,Autumn,0,10.0,48.0,1.0,4.0,19.666666666666668,15.166666666666666,104.68,209.36
2016-10-01,Product_0334,Whse_J,Category_021,16.0,10,4,2016,Autumn,0,2.0,10.0,48.0,19.0,20.0,14.833333333333334,103.05,1648.8
2016-11-01,Product_0334,Whse_J,Category_021,5.0,11,4,2016,Autumn,1,16.0,2.0,10.0,9.0,9.333333333333334,14.333333333333334,103.79,518.95
2016-12-01,Product_0334,Whse_J,Category_021,1.0,12,4,2016,Winter,1,5.0,16.0,2.0,1.0,7.666666666666667,13.666666666666666,108.35,108.35
2012-07-01,Product_0335,Whse_J,Category_021,367.0,7,3,2012,Summer,0,301.0,70.0,224.0,185.0,198.33333333333334,216.66666666666666,100.97,37055.99
2012-08-01,Product_0335,Whse_J,Category_021,128.0,8,3,2012,Summer,0,367.0,301.0,70.0,41.0,246.0,247.0,92.71,11866.88
2012-09-01,Product_0335,Whse_J,Category_021,317.0,9,3,2012,Autumn,0,128.0,367.0,301.0,479.0,265.3333333333333,261.5,105.99,33598.83
2012-10-01,Product_0335,Whse_J,Category_021,373.0,10,4,2012,Autumn,0,317.0,128.0,367.0,224.0,270.6666666666667,234.5,107.19,39981.87
2012-11-01,Product_0335,Whse_J,Category_021,173.0,11,4,2012,Autumn,1,373.0,317.0,128.0,70.0,272.6666666666667,259.3333333333333,111.88,19355.239999999998
2012-12-01,Product_0335,Whse_J,Category_021,239.0,12,4,2012,Winter,1,173.0,373.0,317.0,301.0,287.6666666666667,276.5,107.62,25721.18
2013-01-01,Product_0335,Whse_J,Category_021,405.0,1,1,2013,Winter,0,239.0,173.0,373.0,367.0,261.6666666666667,266.1666666666667,107.5,43537.5
2013-02-01,Product_0335,Whse_J,Category_021,102.0,2,1,2013,Winter,0,405.0,239.0,173.0,128.0,272.3333333333333,272.5,103.75,10582.5
2013-03-01,Product_0335,Whse_J,Category_021,191.0,3,1,2013,Spring,0,102.0,405.0,239.0,317.0,248.66666666666666,268.1666666666667,98.79,18868.89
2013-04-01,Product_0335,Whse_J,Category_021,192.0,4,2,2013,Spring,0,191.0,102.0,405.0,373.0,232.66666666666666,247.16666666666666,102.62,19703.04
2013-05-01,Product_0335,Whse_J,Category_021,455.0,5,2,2013,Spring,0,192.0,191.0,102.0,173.0,161.66666666666666,217.0,100.85,45886.75
2013-06-01,Product_0335,Whse_J,Category_021,113.0,6,2,2013,Summer,0,455.0,192.0,191.0,239.0,279.3333333333333,264.0,96.75,10932.75
2013-07-01,Product_0335,Whse_J,Category_021,424.0,7,3,2013,Summer,0,113.0,455.0,192.0,405.0,253.33333333333334,243.0,99.03,41988.72
2013-08-01,Product_0335,Whse_J,Category_021,322.0,8,3,2013,Summer,0,424.0,113.0,455.0,102.0,330.6666666666667,246.16666666666666,100.69,32422.18
2013-09-01,Product_0335,Whse_J,Category_021,77.0,9,3,2013,Autumn,0,322.0,424.0,113.0,191.0,286.3333333333333,282.8333333333333,106.22,8178.94
2013-10-01,Product_0335,Whse_J,Category_021,555.0,10,4,2013,Autumn,0,77.0,322.0,424.0,192.0,274.3333333333333,263.8333333333333,106.26,58974.3
2013-11-01,Product_0335,Whse_J,Category_021,233.0,11,4,2013,Autumn,1,555.0,77.0,322.0,455.0,318.0,324.3333333333333,107.46,25038.18
2013-12-01,Product_0335,Whse_J,Category_021,254.0,12,4,2013,Winter,1,233.0,555.0,77.0,113.0,288.3333333333333,287.3333333333333,105.21,26723.34
2014-01-01,Product_0335,Whse_J,Category_021,92.0,1,1,2014,Winter,0,254.0,233.0,555.0,424.0,347.3333333333333,310.8333333333333,111.76,10281.92
2014-02-01,Product_0335,Whse_J,Category_021,403.0,2,1,2014,Winter,0,92.0,254.0,233.0,322.0,193.0,255.5,111.08,44765.24
2014-03-01,Product_0335,Whse_J,Category_021,641.0,3,1,2014,Spring,0,403.0,92.0,254.0,77.0,249.66666666666666,269.0,103.06,66061.46
2014-04-01,Product_0335,Whse_J,Category_021,302.0,4,2,2014,Spring,0,641.0,403.0,92.0,555.0,378.6666666666667,363.0,101.28,30586.56
2014-05-01,Product_0335,Whse_J,Category_021,488.0,5,2,2014,Spring,0,302.0,641.0,403.0,233.0,448.6666666666667,320.8333333333333,102.45,49995.6
2014-06-01,Product_0335,Whse_J,Category_021,140.0,6,2,2014,Summer,0,488.0,302.0,641.0,254.0,477.0,363.3333333333333,100.16,14022.4
2014-07-01,Product_0335,Whse_J,Category_021,320.0,7,3,2014,Summer,0,140.0,488.0,302.0,92.0,310.0,344.3333333333333,103.74,33196.799999999996
2014-08-01,Product_0335,Whse_J,Category_021,298.0,8,3,2014,Summer,0,320.0,140.0,488.0,403.0,316.0,382.3333333333333,93.94,27994.12
2014-09-01,Product_0335,Whse_J,Category_021,200.0,9,3,2014,Autumn,0,298.0,320.0,140.0,641.0,252.66666666666666,364.8333333333333,108.0,21600.0
2014-10-01,Product_0335,Whse_J,Category_021,610.0,10,4,2014,Autumn,0,200.0,298.0,320.0,302.0,272.6666666666667,291.3333333333333,110.06,67136.6
2014-11-01,Product_0335,Whse_J,Category_021,127.0,11,4,2014,Autumn,1,610.0,200.0,298.0,488.0,369.3333333333333,342.6666666666667,102.13,12970.51
2014-12-01,Product_0335,Whse_J,Category_021,581.0,12,4,2014,Winter,1,127.0,610.0,200.0,140.0,312.3333333333333,282.5,110.73,64334.130000000005
2015-01-01,Product_0335,Whse_J,Category_021,376.0,1,1,2015,Winter,0,581.0,127.0,610.0,320.0,439.3333333333333,356.0,112.25,42206.0
2015-02-01,Product_0335,Whse_J,Category_021,407.0,2,1,2015,Winter,0,376.0,581.0,127.0,298.0,361.3333333333333,365.3333333333333,118.04,48042.280000000006
2015-03-01,Product_0335,Whse_J,Category_021,629.0,3,1,2015,Spring,0,407.0,376.0,581.0,200.0,454.6666666666667,383.5,109.81,69070.49
2015-04-01,Product_0335,Whse_J,Category_021,382.0,4,2,2015,Spring,0,629.0,407.0,376.0,610.0,470.6666666666667,455.0,99.16,37879.119999999995
2015-05-01,Product_0335,Whse_J,Category_021,13.0,5,2,2015,Spring,0,382.0,629.0,407.0,127.0,472.6666666666667,417.0,102.15,1327.95
2015-06-01,Product_0335,Whse_J,Category_021,355.0,6,2,2015,Summer,0,13.0,382.0,629.0,581.0,341.3333333333333,398.0,99.56,35343.8
2015-07-01,Product_0335,Whse_J,Category_021,405.0,7,3,2015,Summer,0,355.0,13.0,382.0,376.0,250.0,360.3333333333333,100.61,40747.05
2015-08-01,Product_0335,Whse_J,Category_021,432.0,8,3,2015,Summer,0,405.0,355.0,13.0,407.0,257.6666666666667,365.1666666666667,99.56,43009.92
2015-09-01,Product_0335,Whse_J,Category_021,833.0,9,3,2015,Autumn,0,432.0,405.0,355.0,629.0,397.3333333333333,369.3333333333333,103.16,85932.28
2015-10-01,Product_0335,Whse_J,Category_021,348.0,10,4,2015,Autumn,0,833.0,432.0,405.0,382.0,556.6666666666666,403.3333333333333,103.02,35850.96
2015-11-01,Product_0335,Whse_J,Category_021,128.0,11,4,2015,Autumn,1,348.0,833.0,432.0,13.0,537.6666666666666,397.6666666666667,101.27,12962.56
2015-12-01,Product_0335,Whse_J,Category_021,173.0,12,4,2015,Winter,1,128.0,348.0,833.0,355.0,436.3333333333333,416.8333333333333,104.58,18092.34
2016-01-01,Product_0335,Whse_J,Category_021,375.0,1,1,2016,Winter,0,173.0,128.0,348.0,405.0,216.33333333333334,386.5,106.11,39791.25
2016-02-01,Product_0335,Whse_J,Category_021,251.0,2,1,2016,Winter,0,375.0,173.0,128.0,432.0,225.33333333333334,381.5,115.21,28917.71
2016-03-01,Product_0335,Whse_J,Category_021,866.0,3,1,2016,Spring,0,251.0,375.0,173.0,833.0,266.3333333333333,351.3333333333333,105.28,91172.48
2016-04-01,Product_0335,Whse_J,Category_021,392.0,4,2,2016,Spring,0,866.0,251.0,375.0,348.0,497.3333333333333,356.8333333333333,104.8,41081.6
2016-05-01,Product_0335,Whse_J,Category_021,176.0,5,2,2016,Spring,0,392.0,866.0,251.0,128.0,503.0,364.1666666666667,102.4,18022.4
2016-06-01,Product_0335,Whse_J,Category_021,789.0,6,2,2016,Summer,0,176.0,392.0,866.0,173.0,478.0,372.1666666666667,98.84,77984.76000000001
2016-07-01,Product_0335,Whse_J,Category_021,168.0,7,3,2016,Summer,0,789.0,176.0,392.0,375.0,452.3333333333333,474.8333333333333,98.17,16492.56
2016-08-01,Product_0335,Whse_J,Category_021,211.0,8,3,2016,Summer,0,168.0,789.0,176.0,251.0,377.6666666666667,440.3333333333333,94.25,19886.75
2016-09-01,Product_0335,Whse_J,Category_021,198.0,9,3,2016,Autumn,0,211.0,168.0,789.0,866.0,389.3333333333333,433.6666666666667,108.24,21431.52
2016-10-01,Product_0335,Whse_J,Category_021,135.0,10,4,2016,Autumn,0,198.0,211.0,168.0,392.0,192.33333333333334,322.3333333333333,108.9,14701.5
2016-11-01,Product_0335,Whse_J,Category_021,375.0,11,4,2016,Autumn,1,135.0,198.0,211.0,176.0,181.33333333333334,279.5,102.51,38441.25
2016-12-01,Product_0335,Whse_J,Category_021,61.0,12,4,2016,Winter,1,375.0,135.0,198.0,789.0,236.0,312.6666666666667,107.49,6556.889999999999
2012-07-01,Product_0336,Whse_J,Category_021,21.0,7,3,2012,Summer,0,8.0,4.0,7.0,6.0,6.333333333333333,8.0,95.99,2015.79
2012-08-01,Product_0336,Whse_J,Category_021,17.0,8,3,2012,Summer,0,21.0,8.0,4.0,20.0,11.0,10.5,96.21,1635.57
2012-09-01,Product_0336,Whse_J,Category_021,37.0,9,3,2012,Autumn,0,17.0,21.0,8.0,3.0,15.333333333333334,10.0,104.81,3877.9700000000003
2012-10-01,Product_0336,Whse_J,Category_021,7.0,10,4,2012,Autumn,0,37.0,17.0,21.0,7.0,25.0,15.666666666666666,110.77,775.39
2012-11-01,Product_0336,Whse_J,Category_021,20.0,11,4,2012,Autumn,1,7.0,37.0,17.0,4.0,20.333333333333332,15.666666666666666,109.7,2194.0
2012-12-01,Product_0336,Whse_J,Category_021,15.0,12,4,2012,Winter,1,20.0,7.0,37.0,8.0,21.333333333333332,18.333333333333332,111.08,1666.2
2013-01-01,Product_0336,Whse_J,Category_021,9.0,1,1,2013,Winter,0,15.0,20.0,7.0,21.0,14.0,19.5,104.13,937.17
2013-02-01,Product_0336,Whse_J,Category_021,22.0,2,1,2013,Winter,0,9.0,15.0,20.0,17.0,14.666666666666666,17.5,112.65,2478.3
2013-03-01,Product_0336,Whse_J,Category_021,20.0,3,1,2013,Spring,0,22.0,9.0,15.0,37.0,15.333333333333334,18.333333333333332,104.23,2084.6
2013-04-01,Product_0336,Whse_J,Category_021,43.0,4,2,2013,Spring,0,20.0,22.0,9.0,7.0,17.0,15.5,100.2,4308.6
2013-05-01,Product_0336,Whse_J,Category_021,23.0,5,2,2013,Spring,0,43.0,20.0,22.0,20.0,28.333333333333332,21.5,105.66,2430.18
2013-06-01,Product_0336,Whse_J,Category_021,48.0,6,2,2013,Summer,0,23.0,43.0,20.0,15.0,28.666666666666668,22.0,96.13,4614.24
2013-07-01,Product_0336,Whse_J,Category_021,18.0,7,3,2013,Summer,0,48.0,23.0,43.0,9.0,38.0,27.5,101.42,1825.56
2013-08-01,Product_0336,Whse_J,Category_021,3.0,8,3,2013,Summer,0,18.0,48.0,23.0,22.0,29.666666666666668,29.0,99.68,299.04
2013-09-01,Product_0336,Whse_J,Category_021,8.0,9,3,2013,Autumn,0,3.0,18.0,48.0,20.0,23.0,25.833333333333332,101.53,812.24
2013-10-01,Product_0336,Whse_J,Category_021,46.0,10,4,2013,Autumn,0,8.0,3.0,18.0,43.0,9.666666666666666,23.833333333333332,105.03,4831.38
2013-11-01,Product_0336,Whse_J,Category_021,16.0,11,4,2013,Autumn,1,46.0,8.0,3.0,23.0,19.0,24.333333333333332,106.64,1706.24
